Date,trend_days,buy_hold
2015-04-30,1.0,0.9828808265257086
2015-05-04,1.0,1.0009550696780394
2015-05-05,1.0,1.0000961076405572
2015-05-06,1.0,0.9727294569918308
2015-05-07,1.0,0.9679601153291686
2015-05-08,1.0,0.9840821720326766
2015-05-11,1.0,1.000150168188371
2015-05-12,1.0,0.9763274867851995
2015-05-13,1.0,0.9893620855358004
2015-05-14,1.0,0.9880105718404616
2015-05-15,1.0,0.9925937049495438
2015-05-18,1.0,1.0059646804420952
2015-05-19,1.0,1.005003604036521
2015-05-20,1.0,1.0119233541566555
2015-05-21,1.0,1.0116530514175877
2015-05-22,1.0,1.0162121576165306
2015-05-25,1.0,1.0055562229697261
2015-05-26,1.0,1.0018440653531957
2015-05-27,1.0,1.001273426237386
2015-05-28,1.0,0.9993993272465161
2015-05-29,1.0,1.0131727534839021
2015-06-01,1.0,1.013142719846228
2015-06-02,1.0,0.9894822200864971
2015-06-03,1.0,0.9773065833733784
2015-06-04,1.0,0.9767719846227776
2015-06-05,1.0,0.974855838539164
2015-06-08,1.0,0.9663803459875062
2015-06-09,1.0,0.9637674195098513
2015-06-10,1.0,0.9760271504084577
2015-06-11,1.0,0.9569137433925999
2015-06-12,1.0,0.9590221047573284
2015-06-15,1.0,0.9627462758289286
2015-06-16,1.0,0.9667587698222011
2015-06-17,1.0,0.9720747236905337
2015-06-18,1.0,0.9820518981259012
2015-06-19,1.0,0.9881006727534842
2015-06-22,1.0,1.0034959154252767
2015-06-23,1.0,1.0069137433925999
2015-06-24,1.0,1.0044269581931766
2015-06-25,1.0,1.008889956751562
2015-06-26,1.0,1.0068596828447864
2015-06-29,1.0,0.9993272465160983
2015-06-30,1.0,1.005345987506007
2015-07-01,1.0,1.0155033637674196
2015-07-02,1.0,1.014524267179241
2015-07-03,1.0,1.0193296492071122
2015-07-06,1.0,1.0238046612205671
2015-07-07,1.0,1.0224411340701587
2015-07-08,1.0,1.0046912542047093
2015-07-09,1.0,1.0005466122056703
2015-07-10,1.0,1.0043909178279673
2015-07-13,1.0,1.0162962518020182
2015-07-14,1.0,1.0156295050456512
2015-07-15,1.0,1.0240028832292167
2015-07-16,1.0,1.0341242191254205
2015-07-17,1.0,1.034340461316675
2015-07-20,1.0,1.0335716001922155
2015-07-21,1.0,1.0246816434406538
2015-07-22,1.0,1.0371816434406536
2015-07-23,1.0,1.031931763575204
2015-07-24,1.0,1.023732580490149
2015-07-27,1.0,1.004444978375781
2015-07-28,1.0,1.0015617491590583
2015-07-29,1.0,1.0061328688130706
2015-07-30,1.0,1.011749159058145
2015-07-31,1.0,1.0250901009130227
2015-08-03,1.0,1.0263154733301296
2015-08-04,1.0,1.023173954829409
2015-08-05,1.0,1.0293068236424798
2015-08-06,1.0,1.031793608841903
2015-08-07,1.0,1.0289043728976455
2015-08-10,1.0,1.024219125420471
2015-08-11,1.0,1.0166206150888997
2015-08-12,1.0,1.0030574243152333
2015-08-13,1.0,1.0038262854396924
2015-08-14,1.0,1.0233721768380586
2015-08-17,1.0,1.0184166266218164
2015-08-18,1.0,1.017125180201826
2015-08-19,1.0,1.0205610283517539
2015-08-20,1.0,1.0058565593464681
2015-08-21,1.0,0.9971107640557426
2015-08-24,1.0,0.9381307063911581
2015-08-25,1.0,0.9467443536761173
2015-08-26,1.0,0.9360703988467084
2015-08-27,1.0,0.9549435367611725
2015-08-28,1.0,0.9613106679481018
2015-08-31,1.0,0.9576285439692456
2015-09-01,1.0,0.9353495915425277
2015-09-02,1.0,0.9270783277270543
2015-09-03,1.0,0.9398125901009131
2015-09-04,1.0,0.9196359923113889
2015-09-07,1.0,0.9080730418068238
2015-09-08,1.0,0.923624459394522
2015-09-09,1.0,0.9392839980778473
2015-09-10,1.0,0.9356198942815955
2015-09-11,1.0,0.9357640557424317
2015-09-14,1.0,0.9457292167227297
2015-09-15,1.0,0.9405454108601636
2015-09-16,1.0,0.948960836136473
2015-09-18,1.0,0.9589019702066317
2015-09-21,1.0,0.9583253243632873
2015-09-22,1.0,0.9384911100432488
2015-09-23,1.0,0.9425696780394045
2015-09-24,1.0,0.9452787121576168
2015-09-28,1.0,0.9365329168668912
2015-09-29,1.0,0.942251321480058
2015-09-30,1.0,0.954937530033638
2015-10-01,1.0,0.9551777991350316
2015-10-05,1.0,0.9754084574723696
2015-10-06,1.0,0.9794449783757814
2015-10-07,1.0,0.9823882748678524
2015-10-08,1.0,0.9766158097068722
2015-10-09,1.0,0.9838659298414227
2015-10-12,1.0,0.9783277270543012
2015-10-13,1.0,0.9768981259010094
2015-10-14,1.0,0.974038923594426
2015-10-15,1.0,0.9826405574243157
2015-10-16,1.0,0.9896864488226819
2015-10-19,1.0,0.994119413743393
2015-10-20,1.0,0.9925096107640562
2015-10-21,1.0,0.9913142719846234
2015-10-23,1.0,0.9965701585776077
2015-10-26,1.0,0.9923774627582899
2015-10-27,1.0,0.9890557424315239
2015-10-28,1.0,0.9816434406535326
2015-10-29,1.0,0.974501441614609
2015-10-30,1.0,0.968981259010092
2015-11-02,1.0,0.9671792407496402
2015-11-03,1.0,0.9683685728015383
2015-11-04,1.0,0.9659058145122543
2015-11-05,1.0,0.9557244113407022
2015-11-06,1.0,0.9555862566074009
2015-11-09,1.0,0.9508889956751568
2015-11-10,1.0,0.9350492551657864
2015-11-13,1.0,0.9325144161460843
2015-11-16,1.0,0.9378423834694865
2015-11-17,1.0,0.9415605478135518
2015-11-18,1.0,0.9288563190773673
2015-11-19,1.0,0.9421852474771751
2015-11-20,1.0,0.9438431042767906
2015-11-23,1.0,0.942966122056704
2015-11-24,1.0,0.940845747236906
2015-11-26,1.0,0.9471167707832779
2015-11-27,1.0,0.9541926958193183
2015-11-30,1.0,0.9532976934166274
2015-12-01,1.0,0.9556583373378191
2015-12-02,1.0,0.95282916866891
2015-12-03,1.0,0.9447561268620862
2015-12-04,1.0,0.9348750600672759
2015-12-07,1.0,0.9328928399807791
2015-12-08,1.0,0.9252402691013942
2015-12-09,1.0,0.9145242671792414
2015-12-10,1.0,0.9230297933685736
2015-12-11,1.0,0.9142779913503131
2015-12-14,1.0,0.9190353195579056
2015-12-15,1.0,0.9251441614608369
2015-12-16,1.0,0.9311508889956759
2015-12-17,1.0,0.9423774627582902
2015-12-18,1.0,0.9324783757808754
2015-12-21,1.0,0.9411881307063921
2015-12-22,1.0,0.9353796251802028
2015-12-23,1.0,0.9449723690533406
2015-12-24,1.0,0.9443837097549265
2015-12-28,1.0,0.95208433445459
2015-12-29,1.0,0.9525408457472379
2015-12-30,1.0,0.9486124459394532
2015-12-31,1.0,0.954631186929362
2016-01-04,1.0,0.9360043248438262
2016-01-05,1.0,0.9352054300816925
2016-01-06,1.0,0.9299615569437781
2016-01-07,1.0,0.9092143200384442
2016-01-08,1.0,0.9131847669389729
2016-01-11,1.0,0.9086797212878436
2016-01-12,1.0,0.902246516098031
2016-01-13,1.0,0.9085055261893332
2016-01-14,1.0,0.9054300816914957
2016-01-15,1.0,0.8935367611725146
2016-01-18,1.0,0.883109082172034
2016-01-19,1.0,0.8932123978856333
2016-01-20,1.0,0.8780994714079783
2016-01-21,1.0,0.8741950985103328
2016-01-22,1.0,0.8916926958193189
2016-01-25,1.0,0.8933385391638647
2016-01-27,1.0,0.8935307544449796
2016-01-28,1.0,0.8919569918308518
2016-01-29,1.0,0.9086436809226347
2016-02-01,1.0,0.9077306583373391
2016-02-02,1.0,0.8956691494473824
2016-02-03,1.0,0.8844065353195593
2016-02-04,1.0,0.8894762133589634
2016-02-05,1.0,0.8996996636232596
2016-02-08,1.0,0.8874639596347924
2016-02-09,1.0,0.876765977895244
2016-02-10,1.0,0.8668548774627596
2016-02-11,1.0,0.8381006727534852
2016-02-12,1.0,0.8386532916866904
2016-02-15,1.0,0.8605177799135044
2016-02-16,1.0,0.8467383469485837
2016-02-17,1.0,0.8539704469005298
2016-02-18,1.0,0.8639776549735716
2016-02-19,1.0,0.8662602114368104
2016-02-22,1.0,0.8691194137433937
2016-02-23,1.0,0.8541025949062961
2016-02-24,1.0,0.8431883709754936
2016-02-25,1.0,0.8374098990869785
2016-02-26,1.0,0.8445158577606929
2016-02-29,1.0,0.8393861124459404
2016-03-01,1.0,0.867647765497358
2016-03-02,1.0,0.8852534839019712
2016-03-03,1.0,0.8980778471888525
2016-03-04,1.0,0.8992491590581462
2016-03-08,0.9999933202856246,0.8992431523306114
2016-03-09,1.006205454654759,0.9048294089380116
2016-03-10,1.0001068754300064,0.8993452666987034
2016-03-11,1.0001068754300064,0.9022345026429611
2016-03-14,1.0001068754300064,0.9056643440653543
2016-03-15,1.0001068754300064,0.896275828928401
2016-03-16,1.0001068754300064,0.9008589620374832
2016-03-17,1.0001068754300064,0.9025168188370988
2016-03-18,1.0001068754300064,0.9135451705910632
2016-03-21,1.0001068754300064,0.9255466122056716
2016-03-22,1.0001068754300064,0.9268260451705922
2016-03-23,1.0001068754300064,0.927018260451707
2016-03-28,1.0001068754300064,0.9148366170110536
2016-03-29,1.0001068754300064,0.9126621816434418
2016-03-30,1.0001068754300064,0.9292647765497367
2016-03-31,1.0001068754300064,0.9296492071119664
2016-04-01,1.0001068754300064,0.9266037962518031
2016-04-04,1.0001068754300064,0.9320999519461808
2016-04-05,1.0001068754300064,0.9134070158577617
2016-04-06,1.0001068754300064,0.9147465160980309
2016-04-07,1.0001068754300064,0.9065893801057195
2016-04-08,1.0001068754300064,0.9076405574243164
2016-04-11,1.0001068754300064,0.9216001922152822
2016-04-12,1.0001068754300064,0.9261112445939463
2016-04-13,1.0001068754300064,0.9431102835175409
2016-04-18,1.0001068754300064,0.950828928399809
2016-04-20,1.0001068754300064,0.950834935127344
2016-04-21,1.0001068754300064,0.9505105718404626
2016-04-22,1.0001068754300064,0.9489788563190786
2016-04-25,1.0001068754300064,0.943662902450746
2016-04-26,1.0001068754300064,0.9565893801057196
2016-04-27,1.0022734711740322,0.9586617011052391
2016-04-28,0.9856126639018565,0.9427258529553112
2016-04-29,0.9856126639018565,0.943032196059588
2016-05-02,0.9856126639018565,0.9377582892839993
2016-05-03,0.9856126639018565,0.930682364247959
2016-05-04,0.9856126639018565,0.9258229216722743
2016-05-05,0.9856126639018565,0.9293008169149461
2016-05-06,0.9856126639018565,0.9290545410860177
2016-05-09,0.9856126639018565,0.9449843825084109
2016-05-10,0.9856126639018565,0.9475973089860659
2016-05-11,0.9856126639018565,0.9429180682364262
2016-05-12,0.9856126639018565,0.9491110043248451
2016-05-13,0.9856126639018565,0.9388395002402703
2016-05-16,0.9856126639018565,0.9443476693897177
2016-05-17,0.9856126639018565,0.9479517059106212
2016-05-18,0.9856126639018565,0.9454769341662674
2016-05-19,0.9856126639018565,0.9350552618933217
2016-05-20,0.9856126639018565,0.9310067275348403
2016-05-23,0.9856126639018565,0.9287662181643453
2016-05-24,0.9856126639018565,0.9309046131667481
2016-05-25,0.9856126639018565,0.953255646323884
2016-05-26,0.9856126639018565,0.9694437770302752
2016-05-27,0.9856126639018565,0.9798954829408951
2016-05-30,0.9856126639018565,0.9825204228736198
2016-05-31,0.9856126639018565,0.9803099471407991
2016-06-01,0.9856126639018565,0.9826946179721301
2016-06-02,0.9903118239079902,0.9873798654493047
2016-06-03,0.9905347327800759,0.9876021143680935
2016-06-06,0.988155029956457,0.9852294569918322
2016-06-07,0.9960351598128965,0.9930862566074017
2016-06-08,0.9968304022754727,0.9938791446420002
2016-06-09,0.9884622827260888,0.985535800096109
2016-06-10,0.9844198002079919,0.981505285920232
2016-06-13,0.9772565934806934,0.9743632868813084
2016-06-14,0.9772565934806934,0.9741530514175889
2016-06-15,0.9772565934806934,0.9858962037481992
2016-06-16,0.9772565934806934,0.9779853435848161
2016-06-17,0.9772565934806934,0.9815233061028362
2016-06-20,0.9772565934806934,0.9897284959154264
2016-06-21,0.9772565934806934,0.9874939932724662
2016-06-22,0.9772565934806934,0.9855478135511786
2016-06-23,0.9772565934806934,0.9935667948101887
2016-06-24,0.9772565934806934,0.9717203267659791
2016-06-27,0.9772565934806934,0.9724531475252295
2016-06-28,0.9772565934806934,0.976435607880828
2016-06-29,0.9772565934806934,0.9855838539163877
2016-06-30,0.9772565934806934,0.9956451225372431
2016-07-01,0.9772565934806934,1.0005225852955326
2016-07-04,0.9772565934806934,1.0056102835175413
2016-07-05,0.9772565934806934,1.0014356078808282
2016-07-07,0.9772565934806934,1.001669870254687
2016-07-08,0.9772565934806934,0.9999038923594443
2016-07-11,0.9772565934806934,1.0172873618452685
2016-07-12,0.9772565934806934,1.0236725132148023
2016-07-13,0.9772565934806934,1.0234863046612224
2016-07-14,0.9772565934806934,1.028952426717926
2016-07-15,0.9772565934806934,1.026117251321482
2016-07-18,0.9772565934806934,1.0221888515136974
2016-07-19,0.9772565934806934,1.0245735223450285
2016-07-20,0.981530669488553,1.0290545410860186
2016-07-21,0.9751424727743931,1.022357039884673
2016-07-22,0.9787061125557451,1.026093224411343
2016-07-25,0.9895288063611694,1.0374399327246537
2016-07-26,0.9843724143945828,1.0320338779432985
2016-07-27,0.9872542645714639,1.0350552618933226
2016-07-28,0.9930408822228555,1.0411220567035102
2016-07-29,0.9930408822228555,1.0377823161941397
2016-08-01,0.9928167194954913,1.037548053820281
2016-08-02,0.9912475804039428,1.03590821720327
2016-08-03,0.9822753235471398,1.0265317155213864
2016-08-04,0.9829937938271527,1.0272825564632413
2016-08-05,0.9981736339032685,1.043146323882751
2016-08-08,1.0014153718066876,1.0465341182124004
2016-08-09,0.9976103532037384,1.0425576645843369
2016-08-10,0.985775710751363,1.0301898125901032
2016-08-11,0.9877127066262782,1.032214079769344
2016-08-16,0.9935064509643035,1.0382688611244617
2016-08-17,0.9913797789354648,1.0360463719365711
2016-08-18,0.9970355769797277,1.0419569918308529
2016-08-19,0.9970355769797277,1.0411941374339284
2016-08-22,0.9970355769797277,1.036659058145125
2016-08-23,0.9970355769797277,1.037073522345029
2016-08-24,0.9970355769797277,1.0391999038923618
2016-08-25,0.9970355769797277,1.0322200864968791
2016-08-26,0.9970355769797277,1.029859442575687
2016-08-29,0.9970355769797277,1.034052138395005
2016-08-30,0.9970355769797277,1.0504985583853943
2016-08-31,0.9970355769797277,1.0555261893320544
2016-09-01,0.9970355769797277,1.0541386352715065
2016-09-02,0.9970355769797277,1.0583433445458938
2016-09-06,0.9970355769797277,1.0743632868813096
2016-09-07,0.9970355769797277,1.0713539163863552
2016-09-08,1.0008983009448373,1.075504565112929
2016-09-09,0.9913057765973292,1.0651970206631451
2016-09-12,0.9744126480552722,1.0470446900528616
2016-09-14,0.9744126480552722,1.0483661701105262
2016-09-15,0.9744126480552722,1.0502823161941397
2016-09-16,0.9744126480552722,1.0547633349351297
2016-09-19,0.9744126480552722,1.0581931763575227
2016-09-20,0.9744126480552722,1.0542888034598774
2016-09-21,0.9744126480552722,1.0544389716482483
2016-09-22,0.9744126480552722,1.0652871215761677
2016-09-23,0.9744126480552722,1.060974291206153
2016-09-26,0.9744126480552722,1.0479396924555524
2016-09-27,0.9744126480552722,1.0459394521864511
2016-09-28,0.9744126480552722,1.0505946660259513
2016-09-29,0.9744126480552722,1.032105958673717
2016-09-30,0.9744126480552722,1.0344966362325827
2016-10-03,0.9744126480552722,1.049747717443539
2016-10-04,0.9744126480552722,1.053477895242674
2016-10-05,0.9744126480552722,1.0504505045651151
2016-10-06,0.9744126480552722,1.0463178760211458
2016-10-07,0.9744126480552722,1.0448822681403194
2016-10-10,0.9744126480552722,1.046227775108123
2016-10-13,0.9744126480552722,1.0299555502162443
2016-10-14,0.9744126480552722,1.031162902450747
2016-10-17,0.9744126480552722,1.0235944257568497
2016-10-18,0.9744126480552722,1.0425156174915926
2016-10-19,0.9744126480552722,1.0402570879384931
2016-10-20,0.9744126480552722,1.0450985103315733
2016-10-21,0.9744126480552722,1.0443356559346486
2016-10-24,0.9744126480552722,1.0462457952907276
2016-10-25,0.9744126480552722,1.0441254204709292
2016-10-26,0.9744126480552722,1.0349891878904391
2016-10-27,0.9744126480552722,1.0349891878904391
2016-10-28,0.9744126480552722,1.037722248918791
2016-11-01,0.9744126480552722,1.0363106679481038
2016-11-02,0.9744126480552722,1.0228255646323903
2016-11-03,0.9744126480552722,1.019335655934649
2016-11-04,0.9744126480552722,1.0131847669389737
2016-11-07,0.9744126480552722,1.0207892839980799
2016-11-08,0.9744126480552722,1.0263755406054802
2016-11-09,0.9744126480552722,1.0129745314752545
2016-11-10,0.9744126480552722,1.0242371456030779
2016-11-11,0.9744126480552722,0.9966722729457015
2016-11-15,0.9744126480552722,0.9741049975973113
2016-11-16,0.9744126480552722,0.9744834214320062
2016-11-17,0.9744126480552722,0.970681162902453
2016-11-18,0.9744126480552722,0.969978375780877
2016-11-21,0.9744126480552722,0.9525588659298437
2016-11-22,0.9744126480552722,0.9613527150408481
2016-11-23,0.9744126480552722,0.9650768861124484
2016-11-24,0.9744126480552722,0.9569317635752066
2016-11-25,0.9744126480552722,0.9748077847188875
2016-11-28,0.9744126480552722,0.976321480057667
2016-11-29,0.9744126480552722,0.9781535319557928
2016-11-30,0.9744126480552722,0.9880466122056728
2016-12-01,0.9744126480552722,0.9842503604036544
2016-12-02,0.9744126480552722,0.971504084574726
2016-12-05,0.9744126480552722,0.976543728976456
2016-12-06,0.9744126480552722,0.9782736665064897
2016-12-07,0.9744126480552722,0.9733361364728521
2016-12-08,0.9744126480552722,0.9907316194137461
2016-12-09,0.9744126480552722,0.992521624219128
2016-12-12,0.9744126480552722,0.9815953868332559
2016-12-13,0.9744126480552722,0.9877222489187916
2016-12-14,0.9744126480552722,0.9829949543488733
2016-12-15,0.9744126480552722,0.9795290725612713
2016-12-16,0.9744126480552722,0.9778291686689118
2016-12-19,0.9744126480552722,0.9736124459394548
2016-12-20,0.9744126480552722,0.9709754925516605
2016-12-21,0.9744126480552722,0.9684406535319584
2016-12-22,0.9744126480552722,0.9585655934646831
2016-12-23,0.9744126480552722,0.9593644882268167
2016-12-26,0.9744126480552722,0.9500540605478162
2016-12-27,0.9744126480552722,0.965022825564635
2016-12-28,0.9744126480552722,0.9652630946660286
2016-12-29,0.9744126480552722,0.9735223450264321
2016-12-30,0.9744126480552722,0.9833974050937074
2017-01-02,0.9744126480552722,0.9826405574243177
2017-01-03,0.9744126480552722,0.9841722729457015
2017-01-04,0.9744126480552722,0.9839620374819822
2017-01-05,0.9744126480552722,0.993969245555024
2017-01-06,0.970879521868797,0.9903652090341205
2017-01-09,0.9699667976039577,0.9894341662662205
2017-01-10,0.9761556569739335,0.9957472369053365
2017-01-11,0.9761556569739335,1.006805622296975
2017-01-12,0.9761556569739335,1.0099951946179748
2017-01-13,0.9753603070060165,1.0091722729457018
2017-01-16,0.9768058700863911,1.0106679481018765
2017-01-17,0.9750874497177531,1.0088899567515643
2017-01-18,0.9772935299207344,1.011172513214803
2017-01-19,0.9793951115877851,1.013346948582415
2017-01-20,0.9694387233032773,1.003045410860166
2017-01-23,0.9743327380693648,1.0081090821720353
2017-01-24,0.9841207676015399,1.0182364247957738
2017-01-25,0.9988608666419864,1.0334875060067303
2017-01-27,0.9988608666419864,1.0381126862085563
2017-01-30,0.9988608666419864,1.0370915425276337
2017-01-31,0.9988608666419864,1.0285079288803485
2017-02-01,1.0169566371927405,1.047140797693419
2017-02-02,1.0190392258731467,1.0492851994233567
2017-02-03,1.0190392258731467,1.0500901009130252
2017-02-06,1.0190392258731467,1.0573101874099016
2017-02-07,1.0190392258731467,1.053375780874582
2017-02-08,1.01912638979539,1.0534658817876048
2017-02-09,1.020213033359355,1.0545891398366198
2017-02-10,1.020213033359355,1.056409178279676
2017-02-13,1.020213033359355,1.0577907256126888
2017-02-14,1.020213033359355,1.056259010091305
2017-02-15,1.0123690788701893,1.0481379144642027
2017-02-16,1.0185537352943392,1.0545410860163411
2017-02-17,1.0236244573531639,1.0597909658817906
2017-02-20,1.0302964600621436,1.0666987025468553
2017-02-21,1.0336208579336612,1.070140557424318
2017-02-22,1.0336208579336612,1.0724291206150913
2017-02-23,1.0336208579336612,1.0739428159538709
2017-02-27,1.0336208579336612,1.0688010571840487
2017-02-28,1.0316341756053073,1.0667467563671338
2017-03-01,1.0393253083618583,1.0746996636232606
2017-03-02,1.0339752077056774,1.069167467563674
2017-03-03,1.0337196111488132,1.0689031715521409
2017-03-06,1.0413758898294283,1.0768200384430588
2017-03-07,1.0394531066402906,1.074831811629027
2017-03-08,1.0368274329197762,1.0721167707832797
2017-03-09,1.0371411196032008,1.0724411340701612
2017-03-10,1.0380182805142575,1.0733481499279218
2017-03-14,1.055729960102418,1.091662662181646
2017-03-15,1.055729960102418,1.0913983661701132
2017-03-16,1.055729960102418,1.0996756367131217
2017-03-17,1.055729960102418,1.100438491110046
2017-03-20,1.055729960102418,1.096450024026913
2017-03-21,1.055729960102418,1.0958073041806853
2017-03-22,1.0451917577379686,1.0848690533397436
2017-03-23,1.0516558829664637,1.0915785679961587
2017-03-24,1.0541674589281171,1.0941854877462789
2017-03-27,1.0468989349469264,1.086641037962521
2017-03-28,1.0533341249684902,1.093320518981262
2017-03-29,1.0583109805607067,1.0984863046612234
2017-03-30,1.0617774183510995,1.102084334454592
2017-03-31,1.0617774183510995,1.102084334454592
2017-04-03,1.069196405408334,1.1097849591542557
2017-04-05,1.0723561300052529,1.1130646323882778
2017-04-06,1.0723561300052529,1.1126802018260482
2017-04-07,1.0649866810582347,1.105033637674198
2017-04-10,1.0630357743063534,1.1030093704949575
2017-04-11,1.0694673986426746,1.1096828447861635
2017-04-12,1.065582952261332,1.1056523306102868
2017-04-13,1.0594870922918032,1.099327246516101
2017-04-17,1.058155612906246,1.097945699183088
2017-04-18,1.0542016980352222,1.093843104276793
2017-04-19,1.0540106596885987,1.0936448822681435
2017-04-20,1.0578198485394532,1.0975973089860676
2017-04-21,1.0558515746651513,1.0955550216242222
2017-04-24,1.067261774095295,1.10739428159539
2017-04-25,1.077525743445698,1.1180442095146597
2017-04-26,1.0827648253758249,1.123480297933689
2017-04-27,1.0816417514593113,1.1223149927919303
2017-04-28,1.0772305023645525,1.117737866410383
2017-05-02,1.0783593653218726,1.1189091782796765
2017-05-03,1.0781451708120222,1.1186869293608876
2017-05-04,1.0836968609457145,1.1244473810667983
2017-05-05,1.0750596120620137,1.1154853435848184
2017-05-08,1.0783883105259064,1.118939211917351
2017-05-09,1.0787124968110855,1.119275588659302
2017-05-10,1.0891848716305321,1.1301417587698257
2017-05-11,1.0909331619541767,1.1319557904853472
2017-05-12,1.0884438744072655,1.1293728976453665
2017-05-15,1.0935961207252909,1.1347188851513732
2017-05-16,1.1013360682839421,1.142749879865453
2017-05-17,1.1028991093017702,1.1443716962998596
2017-05-18,1.1028991093017702,1.1328027390677595
2017-05-19,1.1027178162656526,1.1326165305141793
2017-05-22,1.1039283858939208,1.133859923113891
2017-05-23,1.097834600615392,1.1276009130225888
2017-05-24,1.0948403414382264,1.1245254685247512
2017-05-25,1.0948403414382264,1.142449543488711
2017-05-26,1.1046665327830834,1.1527030273906813
2017-05-29,1.1057947890827855,1.1538803459875095
2017-05-30,1.1080570580918825,1.1562409899087012
2017-05-31,1.1076771350521868,1.1558445458914017
2017-06-01,1.1070842248538737,1.1552258529553132
2017-06-02,1.1113900193037582,1.1597188851513727
2017-06-05,1.1138767882908573,1.1623137914464232
2017-06-06,1.1138767882908573,1.1577546852474803
2017-06-07,1.1169685949024366,1.160968284478619
2017-06-08,1.1150441620021454,1.1589680442095178
2017-06-09,1.1174713746691796,1.1614908697741502
2017-06-12,1.1114784710127166,1.155261893320522
2017-06-13,1.1103804462347726,1.1541206150889027
2017-06-14,1.1116807387349694,1.1554721287842415
2017-06-15,1.1070459183564898,1.1506547333013006
2017-06-16,1.1082017339122203,1.1518560788082686
2017-06-19,1.1162346520245474,1.1602054300816949
2017-06-20,1.1157665467244766,1.159718885151373
2017-06-21,1.1134664737685729,1.1573282075925069
2017-06-22,1.1130503801685099,1.1568957232099983
2017-06-23,1.1066876155342134,1.1502823161941407
2017-06-27,1.0993424076775458,1.1426477654973601
2017-06-28,1.0993424076775458,1.14022705430082
2017-06-29,1.0993424076775458,1.1417707832772734
2017-06-30,1.0993424076775458,1.1437890437289793
2017-07-03,1.0993424076775458,1.1550937049495464
2017-07-04,1.0993424076775458,1.154889476213362
2017-07-05,1.0993424076775458,1.157808745795294
2017-07-06,1.0993424076775458,1.1622477174435397
2017-07-07,1.0993424076775458,1.1611965401249429
2017-07-10,1.1113130452251945,1.173840701585779
