week,open,close,ret_pct,regime,n_days
2023-12-15,20997.10,21456.65,2.19,TREND UP,5
2023-12-22,21418.65,21349.40,-0.32,TREND UP,5
2023-12-29,21441.35,21731.40,1.35,TREND UP,4
2024-01-05,21741.90,21710.80,-0.14,TREND UP,5
2024-01-12,21513.00,21894.55,1.77,TREND UP,5
2024-01-19,22097.45,21622.40,-2.15,TREND UP,5
2024-01-25,21238.80,21352.60,0.54,TREND DOWN,3
2024-02-02,21737.60,21853.80,0.53,TREND DOWN,5
2024-02-09,21771.70,21782.50,0.05,CHOP,5
2024-02-16,21616.05,22040.70,1.96,CHOP,5
2024-02-23,22122.25,22212.70,0.41,CHOP,5
2024-03-01,22122.05,22338.75,0.98,RANGE,5
2024-03-07,22405.60,22493.55,0.39,CHOP,4
2024-03-15,22332.65,22023.35,-1.38,CHOP,5
2024-03-22,22055.70,22096.75,0.19,RANGE,5
2024-03-28,22004.70,22326.90,1.46,RANGE,3
2024-04-05,22462.00,22513.70,0.23,RANGE,5
2024-04-12,22666.30,22519.40,-0.65,RANGE,4
2024-04-19,22272.50,22147.00,-0.56,RANGE,4
2024-04-26,22336.40,22419.95,0.37,RANGE,5
2024-05-03,22643.40,22475.85,-0.74,RANGE,4
2024-05-10,22442.70,22055.20,-1.73,RANGE,5
2024-05-17,22104.05,22466.10,1.64,RANGE,5
2024-05-24,22529.05,22957.10,1.90,RANGE,4
2024-05-31,22932.45,22530.70,-1.75,RANGE,5
2024-06-07,23263.90,23290.15,0.11,RANGE,5
2024-06-14,23259.20,23465.60,0.89,RANGE,5
2024-06-21,23557.90,23501.10,-0.24,RANGE,4
2024-06-28,23537.85,24010.60,2.01,RANGE,5
2024-07-05,24141.95,24323.85,0.75,RANGE,5
2024-07-12,24320.55,24502.15,0.75,RANGE,5
2024-07-19,24586.70,24530.90,-0.23,RANGE,4
2024-07-26,24509.25,24834.85,1.33,RANGE,5
2024-08-02,24836.10,24717.70,-0.48,RANGE,5
2024-08-09,24055.60,24367.50,1.30,RANGE,5
2024-08-16,24347.00,24541.15,0.80,RANGE,4
2024-08-23,24572.65,24823.15,1.02,RANGE,5
2024-08-30,25010.60,25235.90,0.90,RANGE,5
2024-09-06,25278.70,24852.15,-1.69,RANGE,5
2024-09-13,24936.40,25356.50,1.68,RANGE,5
2024-09-20,25383.75,25790.95,1.60,RANGE,5
2024-09-27,25939.05,26178.95,0.92,RANGE,5
2024-10-04,25810.85,25014.60,-3.08,TREND UP,4
2024-10-11,24795.75,24964.25,0.68,TREND DOWN,5
2024-10-18,25127.95,24854.05,-1.09,RANGE,5
2024-10-25,24781.10,24180.80,-2.42,TREND DOWN,5
2024-11-01,24339.15,24304.35,-0.14,TREND DOWN,5
2024-11-08,23995.35,24148.20,0.64,TREND DOWN,5
2024-11-14,24141.30,23532.70,-2.52,TREND DOWN,4
2024-11-22,23453.80,23907.25,1.93,TREND DOWN,4
2024-11-29,24221.90,24131.10,-0.37,TREND DOWN,5
2024-12-06,24276.05,24677.80,1.65,TREND UP,5
2024-12-13,24619.00,24768.30,0.61,RANGE,5
2024-12-20,24668.25,23587.50,-4.38,RANGE,5
2024-12-27,23753.45,23813.40,0.25,TREND DOWN,4
2025-01-03,23644.90,24004.75,1.52,TREND DOWN,5
2025-01-10,23616.05,23431.50,-0.78,TREND DOWN,5
2025-01-17,23085.95,23203.20,0.51,TREND DOWN,5
2025-01-24,23344.75,23092.20,-1.08,TREND DOWN,5
2025-02-01,22829.15,23482.15,2.86,TREND DOWN,6
2025-02-07,23361.05,23559.95,0.85,TREND UP,5
2025-02-14,23381.60,22929.25,-1.93,RANGE,5
2025-02-21,22959.50,22795.90,-0.71,RANGE,5
2025-02-28,22553.35,22124.70,-1.90,TREND DOWN,4
2025-03-07,22119.30,22552.50,1.96,TREND DOWN,5
2025-03-13,22460.30,22397.20,-0.28,TREND DOWN,4
2025-03-21,22508.75,23350.40,3.74,RANGE,5
2025-03-28,23658.35,23519.35,-0.59,TREND UP,5
2025-04-04,23165.70,22904.45,-1.13,TREND UP,4
2025-04-11,22161.60,22828.55,3.01,RANGE,4
2025-04-17,23328.55,23851.65,2.24,RANGE,3
2025-04-25,24125.55,24039.35,-0.36,RANGE,5
2025-05-02,24328.50,24346.70,0.07,RANGE,4
2025-05-09,24461.15,24008.00,-1.85,RANGE,5
2025-05-16,24924.70,25019.80,0.38,RANGE,5
2025-05-23,24945.45,24853.15,-0.37,RANGE,5
2025-05-30,25001.15,24750.70,-1.00,RANGE,5
2025-06-06,24716.60,25003.05,1.16,CHOP,5
2025-06-13,25103.20,24718.60,-1.53,CHOP,5
2025-06-20,24946.50,25112.40,0.67,CHOP,5
2025-06-27,24971.90,25637.80,2.67,RANGE,5
2025-07-04,25517.05,25461.00,-0.22,RANGE,5
2025-07-11,25461.30,25149.85,-1.22,RANGE,5
2025-07-18,25082.30,24968.40,-0.45,RANGE,5
2025-07-25,25090.70,24837.00,-1.01,RANGE,5
2025-08-01,24680.90,24565.35,-0.47,RANGE,5
2025-08-08,24722.75,24363.30,-1.45,TREND DOWN,5
2025-08-14,24585.05,24631.30,0.19,TREND DOWN,4
2025-08-22,24876.95,24870.10,-0.03,TREND UP,5
2025-08-29,24967.75,24426.85,-2.17,RANGE,4
2025-09-05,24625.05,24741.00,0.47,RANGE,5
2025-09-12,24773.15,25114.00,1.38,RANGE,5
2025-09-19,25069.20,25327.05,1.03,RANGE,5
2025-09-26,25202.35,24654.70,-2.17,RANGE,5
2025-10-03,24634.90,24894.25,1.05,RANGE,4
2025-10-10,25077.65,25285.35,0.83,RANGE,5
2025-10-17,25227.35,25709.85,1.91,RANGE,5
2025-10-24,25843.15,25795.15,-0.19,RANGE,4
2025-10-31,25966.05,25722.10,-0.94,TREND UP,5
2025-11-07,25763.35,25492.30,-1.05,TREND UP,4
2025-11-14,25574.35,25910.05,1.31,RANGE,5
2025-11-21,26013.45,26068.15,0.21,RANGE,5
2025-11-28,25959.50,26202.95,0.94,RANGE,5
2025-12-05,26175.75,26186.45,0.04,CHOP,5
2025-12-12,25960.55,26046.95,0.33,CHOP,5
2025-12-19,26027.30,25966.40,-0.23,CHOP,5
2025-12-26,26172.40,26042.30,-0.50,CHOP,4
2026-01-02,25942.10,26328.55,1.49,CHOP,5
2026-01-09,26250.30,25683.30,-2.16,RANGE,5
2026-01-16,25790.25,25694.35,-0.37,RANGE,4
2026-01-23,25585.50,25048.65,-2.10,RANGE,5
2026-01-30,25175.40,25320.65,0.58,TREND DOWN,4
2026-02-06,25088.40,25693.70,2.41,TREND UP,5
2026-02-13,25867.30,25471.10,-1.53,RANGE,5
2026-02-20,25682.75,25571.25,-0.43,RANGE,5
2026-02-27,25713.00,25178.65,-2.08,CHOP,5
2026-03-06,24865.70,24450.45,-1.67,RANGE,4
2026-03-13,24028.05,23151.10,-3.65,TREND DOWN,5
2026-03-20,23408.80,23114.50,-1.26,TREND DOWN,5
2026-03-27,22512.65,22819.60,1.36,TREND DOWN,4
2026-04-02,22331.40,22713.10,1.71,TREND DOWN,3
2026-04-10,22968.25,24050.60,4.71,TREND DOWN,5
2026-04-17,23842.65,24353.55,2.14,TREND DOWN,4
2026-04-24,24364.85,23897.95,-1.92,RANGE,5
2026-04-30,24092.70,23997.55,-0.39,RANGE,4
2026-05-08,24119.30,24176.15,0.24,CHOP,5
2026-05-15,23815.85,23643.50,-0.72,RANGE,5
2026-05-22,23649.95,23719.30,0.29,RANGE,5
2026-05-29,24031.70,23547.75,-2.01,RANGE,4
2026-06-05,23382.60,23366.70,-0.07,CHOP,5
2026-06-12,23123.00,23622.90,2.16,RANGE,5
2026-06-19,23853.90,24013.10,0.67,RANGE,5
2026-06-25,24102.90,24056.00,-0.19,RANGE,4
2026-07-03,23946.25,24270.85,1.36,RANGE,5
2026-07-10,24430.35,24206.90,-0.91,CHOP,5
2026-07-17,24211.00,24334.30,0.51,CHOP,5
2026-07-24,24238.50,23767.45,-1.94,CHOP,5
2026-07-31,23995.95,24383.60,1.62,RANGE,5
2026-08-07,24774.30,24570.65,-0.82,RANGE,5
2026-08-14,24583.80,24366.00,-0.89,RANGE,5
2026-08-21,24287.65,24252.00,-0.15,RANGE,5
2026-08-28,24219.05,24175.65,-0.18,RANGE,5
2026-09-04,24080.40,23897.70,-0.76,RANGE,5
