Date,momentum_6mo,nifty,ew_88
2023-03-31,4.9333511429528505,2.484560723051931,3.15422597901596
2023-04-30,5.219955394247316,2.5854974560078996,3.3383484106634325
2023-05-31,5.379212153297531,2.6526788845077673,3.508451865038467
2023-06-30,5.8062741355497085,2.746373648392382,3.705103455838112
2023-07-31,6.262178886487083,2.8272017518122805,3.918415456899906
2023-08-31,6.194608570844025,2.7556407926091833,3.847422847012705
2023-09-30,6.5420336955474765,2.8106711702363647,4.01993632976671
2023-10-31,6.370326495956245,2.730708954422824,3.9223805871021944
2023-11-30,7.108728168852254,2.88149505155967,4.26834836285175
2023-12-31,7.990942711161283,3.11023965765237,4.712055850087497
2024-01-31,8.672908343723508,3.1094238627174544,4.9205947071688625
2024-02-29,9.227454362029311,3.1462205079396868,5.125216388666713
2024-03-31,9.381984341269108,3.1954687600632585,5.226876622548277
2024-04-30,9.898893365398742,3.23524949728426,5.459396783428354
2024-05-31,10.47427780758748,3.224637007034441,5.627142620944383
2024-06-30,11.015048013663174,3.4364431340837673,5.96015196304904
2024-07-31,11.16921469758784,3.571056454440714,6.229266955833877
2024-08-31,10.787627356940677,3.6118104207068775,6.196598125728953
2024-09-30,11.146501689536326,3.6940983676945183,6.373190938956386
2024-10-31,10.201513950089756,3.4643161276933734,5.898620062560724
2024-11-30,10.261564647541066,3.4536893252517133,5.81900459378121
2024-12-31,10.556464253289008,3.3840891363307812,5.724240743152456
2025-01-31,10.171338482949452,3.364567306660177,5.610585620408179
2025-02-28,9.627348674820905,3.166529508161526,5.17220057285695
2025-03-31,10.471247485627467,3.366134491666725,5.678566934813821
2025-04-30,10.583988172463812,3.4827573868800124,5.775178542098799
2025-05-31,10.886709890704774,3.542367665896192,5.974612478447686
2025-06-30,11.348982452523483,3.652049148066779,6.162749845968135
2025-07-31,10.827312279333686,3.5448937677560615,5.9892344015832295
2025-08-31,10.530125419328026,3.496017632620346,5.923414333177713
2025-09-30,11.121331377589494,3.5223878460866875,6.120425035122257
2025-10-31,11.528423143466219,3.6813962974359695,6.343313962661552
2025-11-30,11.700901830206922,3.750216471901588,6.3779731335146534
2025-12-31,12.089599496735977,3.7397184791864935,6.415664839598563
2026-01-31,11.92838469981256,3.623940003291803,6.296684855068436
2026-02-28,12.325828873578747,3.6036166908781233,6.46941644890586
2026-03-31,10.571556580487938,3.196112808696087,5.711418499150411
2026-04-30,11.34335082226061,3.4027379222991088,6.193517410981954
