month,momentum_6mo,nifty50,ew_88_names
2019-10-31,4.564059064202675,3.5121509091939007,6.303145107698427
2019-11-30,2.423682156657181,1.5036897650589909,1.8088420745540512
2019-12-31,0.8889060267995852,0.9323119927339585,0.7031119665969587
2020-01-31,3.2892130611817283,-1.6957788378963667,0.3761649332483019
2020-02-29,-8.801830819928968,-6.356325394370554,-7.829965436433306
2020-03-31,-24.80477361704725,-23.24636775503829,-24.929506426395942
2020-04-30,16.92689440603705,14.680003489284976,13.749198101131865
2020-05-31,1.6317926470965416,-2.835728557084749,-0.7042260609875894
2020-06-30,5.046223811673012,7.534210828470944,10.771085603667485
2020-07-31,7.8899305400618625,7.4873084128478595,5.389523992808609
2020-08-31,1.316644944242995,2.8360628349791472,6.0835383598655035
2020-09-30,5.736331732637767,-1.2289791437980147,-1.3177219948422025
2020-10-31,0.3950059434822073,3.51054229587775,0.0
2020-11-30,16.686283387667842,11.394128358414068,16.244961672077718
2020-12-31,7.38048749545821,7.8094217342190575,9.41287341912005
2021-01-31,-0.6386454740876846,-2.4828794678777855,1.2011971122891651
2021-02-28,21.4738806583457,6.560881874055702,11.318305413349394
2021-03-31,4.724882630481919,1.111902623346861,2.089138026805637
2021-04-30,6.053664371916878,-0.40569884348601315,1.873988494434009
2021-05-31,8.377515622145681,6.504637382015033,8.615864979310416
2021-06-30,1.3204353102480137,0.8900839387016468,2.4534032142627504
2021-07-31,1.8662939631011177,0.264287758801629,1.3445528364180337
2021-08-31,7.599383188940267,8.685819051516042,6.713509479421087
2021-09-30,-1.612206115300019,2.8364716732235173,3.952870550409382
2021-10-31,2.6048779333824212,0.3036641191044742,2.193962781041159
2021-11-30,-1.5902808824365011,-3.895787886247204,-2.607209924808185
2021-12-31,1.7511012221663735,2.1836285270149247,2.3229373686708854
2022-01-31,-1.3184869475599603,-0.08182527997787625,1.4735745214170315
2022-02-28,-4.551686713615322,-3.148527813101032,-2.6893644419442864
2022-03-31,4.98951752496648,3.994605184025146,3.590350187613023
2022-04-30,5.252322266276921,-2.0738916961307807,2.538633771624421
2022-05-31,-7.239571499673259,-3.0287881046978438,-4.69495292529526
2022-06-30,-1.6729534519341227,-4.849694444528174,-5.658469515486509
2022-07-31,10.998644325088236,8.732434530504896,11.635133264204956
2022-08-31,9.830684931667033,3.5029796162195925,6.244778810887475
2022-09-30,1.3076495756779938,-3.7442354146841272,-2.060569702232673
2022-10-31,4.586933007043981,5.36931793253328,4.866313568223912
2022-11-30,6.755035702628942,4.1424701035964295,4.962907274008321
2022-12-31,-1.2503824119272533,-3.4813829574562694,-2.1945958233139606
2023-01-31,-5.174040149990611,-2.447625833319522,-3.00903589608007
2023-02-28,-3.1128242654494764,-2.0280656658447582,-4.621477778267458
2023-03-31,1.0021681136555882,0.3224697251205555,3.19976956861312
2023-04-30,5.809524661626231,4.0625585045867885,5.837325317601816
2023-05-31,3.050921837870968,2.598394685856631,5.095437427432259
2023-06-30,7.9391176641059324,3.5320808874309106,5.605081624726482
2023-07-31,7.851932931413552,2.943084728008949,5.757248174155016
2023-08-31,-1.0790224435917262,-2.53115856189694,-1.8117683198240364
2023-09-30,5.608508120087952,1.9970083827607787,4.4838711421582245
2023-10-31,-2.6246761723054957,-2.844950937708468,-2.426798204293412
2023-11-30,11.591268883388173,5.521866286504973,8.820352030274382
2023-12-31,12.41030070856497,7.938400101325427,10.395296951331744
2024-01-31,8.5342325331615,-0.026229327148741266,4.4256448504848445
2024-02-29,6.394002984098446,1.1833910990209695,4.1584746087649505
2024-03-31,1.6746761693634982,1.5653147005840973,1.983530570657721
2024-04-30,5.509591631440625,1.2449108474530624,4.448548869070423
2024-05-31,5.812613803882116,-0.3280269499686961,3.072607545676309
2024-06-30,5.162840016368131,6.568371155800756,5.917911887734761
2024-07-31,1.399600652974331,3.917228224200975,4.515237102229275
2024-08-31,-3.416420500266437,1.141229963348378,-0.5244410030353364
2024-09-30,3.3267216295226554,2.278301942867089,2.849834855260336
2024-10-31,-8.477886298027194,-6.220252335742527,-7.446362127562011
2024-11-30,0.5886449574553643,-0.30675036717089377,-1.349730410419947
2024-12-31,2.8738269053209864,-2.0152417419844193,-1.628523385769931
2025-01-31,-3.648245862430355,-0.5768710244958397,-1.985505638983387
2025-02-28,-5.348261775384378,-5.88598118119481,-7.81353457928936
2025-03-31,8.765640876949575,6.303588297242446,9.790153239884347
2025-04-30,1.0766691073922807,3.464594047029368,1.7013378268498913
2025-05-31,2.8601857192976476,1.7115828751304685,3.453294731844081
2025-06-30,4.246209979503601,3.096276064919379,3.148946784400164
2025-07-31,-4.596625075174066,-2.9341166004691166,-2.8155522895096152
2025-08-31,-2.7447888482251104,-1.378775735969484,-1.0989729904061996
2025-09-30,5.614424659903006,0.7542929194718218,3.325965243408091
2025-10-31,3.660458914991538,4.514223256985672,3.641723021852883
2025-11-30,1.496116898159272,1.8694041310779452,0.54638901774553
2025-12-31,3.3219462240559716,-0.27993031318993555,0.5909668368756504
2026-01-31,-1.333499897717394,-3.0959142122343963,-1.854523069780123
2026-02-28,3.33191948254683,-0.5608070882856531,2.7432148473872875
2026-03-31,-14.232489442160057,-11.30819166238063,-11.716635584398738
2026-04-30,7.300667937559768,6.464888005230285,8.440966318669464
