symbol,signal_date,tier,entry_date,entry_px,exit_px,exit_date,exit,hold_days,pnl_pct,open,stage_at_signal,rsi_at_signal
BHARTIARTL,2019-03-22,T1,2019-03-25,300.03,290.66,2019-03-27,stage,3,-3.12,False,EARLY-UP,55.4
BHARTIARTL,2019-04-02,T1,2019-04-03,320.85,314.31,2019-04-16,stage,10,-2.04,False,ALL-ALIGN BULL,67.0
BHARTIARTL,2019-04-11,T2,2019-04-12,312.74,314.31,2019-04-16,stage,3,0.5,False,ALL-ALIGN BULL,56.0
BHARTIARTL,2019-04-15,T2,2019-04-16,313.64,314.31,2019-04-16,stage,1,0.21,False,ALL-ALIGN BULL,56.3
BHARTIARTL,2019-06-10,T1,2019-06-11,356.31,334.81,2019-06-19,stage,7,-6.03,False,ALL-ALIGN BULL,66.9
BHARTIARTL,2019-10-14,T1,2019-10-15,382.81,365.49,2019-10-24,stage,7,-4.52,False,ALL-ALIGN BULL,68.1
BHARTIARTL,2019-11-26,T1,2019-11-27,425.51,431.84,2019-12-17,time,15,1.49,False,ALL-ALIGN BULL,62.7
BHARTIARTL,2019-12-17,T2,2019-12-18,438.76,446.71,2020-01-03,stage,12,1.81,False,ALL-ALIGN BULL,56.4
BHARTIARTL,2020-01-17,T1,2020-01-20,489.8,529.51,2020-02-07,time,15,8.11,False,TOP-WARNING,74.6
BHARTIARTL,2020-02-25,T2,2020-02-26,522.88,526.07,2020-02-26,stage,1,0.61,False,ALL-ALIGN BULL,56.0
BHARTIARTL,2020-04-13,T1,2020-04-15,524.11,492.16,2020-04-22,stage,6,-6.1,False,ALL-ALIGN BULL,58.7
BHARTIARTL,2020-04-21,T2,2020-04-22,506.49,492.16,2020-04-22,stage,1,-2.83,False,ALL-ALIGN BULL,55.4
BHARTIARTL,2020-05-19,T1,2020-05-20,593.85,542.42,2020-05-29,stage,7,-8.66,False,ALL-ALIGN BULL,68.1
BHARTIARTL,2020-10-28,T1,2020-10-29,439.45,469.58,2020-11-18,time,15,6.86,False,EARLY-UP,57.1
BHARTIARTL,2020-12-04,T1,2020-12-07,488.82,481.85,2020-12-21,stage,11,-1.43,False,EARLY-UP,61.8
