symbol,signal_date,tier,entry_date,entry_px,exit_px,exit_date,exit,hold_days,pnl_pct,open,stage_at_signal,rsi_at_signal
BHARTIARTL,2020-12-07,T2,2020-12-08,504.53,481.85,2020-12-21,stage,10,-4.5,False,ALL-ALIGN BULL,66.6
BHARTIARTL,2020-12-16,T2,2020-12-17,507.47,481.85,2020-12-21,stage,3,-5.05,False,ALL-ALIGN BULL,67.9
BHARTIARTL,2020-12-23,T1,2020-12-24,510.42,506.64,2020-12-30,stage,4,-0.74,False,ALL-ALIGN BULL,58.4
BHARTIARTL,2021-01-11,T1,2021-01-12,538.88,588.3,2021-02-02,time,15,9.17,False,ALL-ALIGN BULL,68.9
BHARTIARTL,2021-02-01,T2,2021-02-02,574.12,583.0,2021-02-16,stage,11,1.55,False,ALL-ALIGN BULL,59.5
BHARTIARTL,2021-02-15,T2,2021-02-16,584.03,583.0,2021-02-16,stage,1,-0.18,False,ALL-ALIGN BULL,56.8
BHARTIARTL,2021-08-02,T1,2021-08-03,557.53,608.67,2021-08-24,time,15,9.17,False,ALL-ALIGN BULL,63.1
BHARTIARTL,2021-08-30,T1,2021-08-31,614.51,713.26,2021-09-21,time,15,16.07,False,ALL-ALIGN BULL,59.5
BHARTIARTL,2021-10-05,T2,2021-10-06,705.75,702.35,2021-10-27,time,15,-0.48,False,ALL-ALIGN BULL,59.4
BHARTIARTL,2021-10-20,T2,2021-10-21,710.95,685.35,2021-10-29,stage,7,-3.6,False,ALL-ALIGN BULL,61.8
BHARTIARTL,2021-10-26,T2,2021-10-27,699.4,685.35,2021-10-29,stage,3,-2.01,False,ALL-ALIGN BULL,55.1
BHARTIARTL,2021-11-25,T1,2021-11-26,763.0,728.25,2021-11-30,stage,3,-4.55,False,ALL-ALIGN BULL,67.7
BHARTIARTL,2022-04-08,T1,2022-04-11,757.0,741.65,2022-04-12,stage,2,-2.03,False,ALL-ALIGN BULL,63.1
BHARTIARTL,2022-08-26,T1,2022-08-29,717.7,726.6,2022-08-30,stage,2,1.24,False,ALL-ALIGN BULL,62.1
BHARTIARTL,2022-09-06,T1,2022-09-07,755.5,769.15,2022-09-12,stage,4,1.81,False,ALL-ALIGN BULL,71.1
BHARTIARTL,2022-11-21,T1,2022-11-22,853.4,833.35,2022-12-06,stage,11,-2.35,False,TOP-WARNING,67.4
BHARTIARTL,2023-03-09,T1,2023-03-10,773.0,765.3,2023-03-13,stage,2,-1.0,False,EARLY-UP,52.3
BHARTIARTL,2023-05-08,T1,2023-05-09,796.9,792.25,2023-05-17,stage,7,-0.58,False,ALL-ALIGN BULL,60.7
BHARTIARTL,2023-05-19,T1,2023-05-22,801.0,833.5,2023-06-09,time,15,4.06,False,ALL-ALIGN BULL,63.1
BHARTIARTL,2023-06-20,T2,2023-06-21,832.0,889.95,2023-07-12,time,15,6.97,False,ALL-ALIGN BULL,55.5
BHARTIARTL,2023-08-04,T1,2023-08-07,885.15,874.8,2023-08-10,stage,4,-1.17,False,ALL-ALIGN BULL,57.6
BHARTIARTL,2023-09-20,T1,2023-09-21,910.2,950.35,2023-10-12,time,15,4.41,False,ALL-ALIGN BULL,60.6
BHARTIARTL,2023-11-24,T1,2023-11-28,974.05,990.25,2023-12-18,time,15,1.66,False,ALL-ALIGN BULL,67.8
BHARTIARTL,2023-12-22,T1,2023-12-26,995.0,999.85,2023-12-26,stage,1,0.49,False,EARLY-UP,52.9
BHARTIARTL,2023-12-29,T1,2024-01-01,1031.95,1125.0,2024-01-19,time,15,9.02,False,ALL-ALIGN BULL,66.4
BHARTIARTL,2024-01-05,T1,2024-01-08,1050.0,1158.65,2024-01-30,time,15,10.35,False,ALL-ALIGN BULL,66.3
BHARTIARTL,2024-02-06,T2,2024-02-07,1138.8,1110.05,2024-02-26,stage,14,-2.52,False,ALL-ALIGN BULL,58.2
BHARTIARTL,2024-02-19,T2,2024-02-20,1145.0,1110.05,2024-02-26,stage,5,-3.05,False,ALL-ALIGN BULL,59.8
BHARTIARTL,2024-04-29,T1,2024-04-30,1323.15,1277.4,2024-05-03,stage,3,-3.46,False,ALL-ALIGN BULL,71.3
BHARTIARTL,2024-05-27,T1,2024-05-28,1384.8,1299.7,2024-06-04,stage,6,-6.15,False,ALL-ALIGN BULL,71.7
BHARTIARTL,2024-07-30,T1,2024-07-31,1477.85,1451.8,2024-08-08,stage,7,-1.76,False,ALL-ALIGN BULL,55.5
BHARTIARTL,2024-08-30,T1,2024-09-02,1605.0,1539.25,2024-09-06,stop,5,-4.1,False,TOP-WARNING,73.7
BHARTIARTL,2024-10-09,T2,2024-10-10,1686.6,1685.8,2024-10-23,stage,10,-0.05,False,ALL-ALIGN BULL,55.9
BHARTIARTL,2024-11-25,T1,2024-11-26,1590.0,1577.65,2024-11-27,stage,2,-0.78,False,EARLY-UP,45.3
BHARTIARTL,2024-12-03,T1,2024-12-04,1629.75,1584.1,2024-12-04,stage,1,-2.8,False,ALL-ALIGN BULL,55.2
BHARTIARTL,2025-06-27,T1,2025-06-30,2018.0,1921.9,2025-07-11,stage,10,-4.76,False,TOP-WARNING,79.2
BHARTIARTL,2025-10-20,T1,2025-10-21,2051.8,2073.8,2025-11-12,time,15,1.07,False,TOP-WARNING,75.5
BHARTIARTL,2025-11-12,T2,2025-11-13,2099.9,2104.0,2025-12-02,stage,14,0.2,False,ALL-ALIGN BULL,58.0
BHARTIARTL,2026-02-06,T1,2026-02-09,2051.2,2011.3,2026-02-10,stage,2,-1.95,False,EARLY-UP,54.0
BHARTIARTL,2026-04-29,T1,2026-04-30,1860.0,1827.1,2026-05-04,stage,3,-1.77,False,EARLY-UP,58.2
BHARTIARTL,2026-05-14,T1,2026-05-15,1883.2,1885.3,2026-05-21,stage,5,0.11,False,EARLY-UP,57.1
BHARTIARTL,2026-08-07,T1,2026-08-10,1955.0,1945.0,2026-08-12,stage,3,-0.51,False,ALL-ALIGN BULL,57.4
BHARTIARTL,2026-08-14,T1,2026-08-17,1984.2,1934.2,2026-08-18,stage,2,-2.52,False,ALL-ALIGN BULL,61.3
HDFCBANK,2014-03-11,T1,2014-03-12,180.31,182.98,2014-04-02,time,15,1.48,False,TOP-WARNING,72.2
HDFCBANK,2014-04-09,T2,2014-04-10,186.16,180.99,2014-04-15,stage,3,-2.78,False,ALL-ALIGN BULL,61.7
HDFCBANK,2014-05-16,T1,2014-05-19,203.98,198.19,2014-05-30,stage,10,-2.84,False,TOP-WARNING,73.0
HDFCBANK,2014-09-09,T1,2014-09-10,216.25,213.86,2014-09-24,stage,11,-1.11,False,ALL-ALIGN BULL,64.0
HDFCBANK,2014-09-18,T2,2014-09-19,215.0,213.86,2014-09-24,stage,4,-0.53,False,ALL-ALIGN BULL,57.1
HDFCBANK,2014-09-26,T1,2014-09-29,218.25,223.41,2014-10-22,time,15,2.36,False,ALL-ALIGN BULL,61.2
HDFCBANK,2014-10-08,T2,2014-10-09,218.5,227.96,2014-10-31,time,15,4.33,False,ALL-ALIGN BULL,56.9
HDFCBANK,2014-10-13,T2,2014-10-14,221.25,224.86,2014-11-07,time,15,1.63,False,ALL-ALIGN BULL,57.5
HDFCBANK,2014-10-17,T2,2014-10-20,223.5,228.99,2014-11-13,time,15,2.46,False,ALL-ALIGN BULL,59.2
HDFCBANK,2014-12-04,T2,2014-12-05,235.25,233.4,2014-12-11,stage,5,-0.79,False,ALL-ALIGN BULL,58.3
HDFCBANK,2015-01-21,T1,2015-01-22,256.25,269.0,2015-02-12,time,15,4.98,False,TOP-WARNING,72.7
HDFCBANK,2015-02-10,T2,2015-02-11,264.5,259.54,2015-02-26,stage,11,-1.88,False,ALL-ALIGN BULL,58.3
HDFCBANK,2015-02-27,T1,2015-03-02,270.09,264.51,2015-03-17,stage,11,-2.07,False,EARLY-UP,52.2
HDFCBANK,2015-03-02,T2,2015-03-03,271.61,264.51,2015-03-17,stage,10,-2.61,False,ALL-ALIGN BULL,60.4
HDFCBANK,2015-07-07,T1,2015-07-08,269.77,273.96,2015-07-27,stage,14,1.55,False,ALL-ALIGN BULL,67.3
HDFCBANK,2015-09-18,T1,2015-09-21,259.49,257.66,2015-09-22,stage,2,-0.71,False,ALL-ALIGN BULL,56.0
HDFCBANK,2016-01-25,T1,2016-01-27,262.11,253.24,2016-02-10,stage,11,-3.38,False,EARLY-UP,45.6
HDFCBANK,2016-05-05,T1,2016-05-06,283.0,295.81,2016-05-26,time,15,4.53,False,ALL-ALIGN BULL,69.1
HDFCBANK,2016-06-10,T2,2016-06-13,288.69,293.62,2016-07-01,time,15,1.71,False,ALL-ALIGN BULL,55.1
HDFCBANK,2016-06-15,T2,2016-06-16,291.64,291.4,2016-07-05,stage,14,-0.08,False,ALL-ALIGN BULL,58.5
HDFCBANK,2016-06-17,T2,2016-06-20,289.75,291.4,2016-07-05,stage,12,0.57,False,ALL-ALIGN BULL,57.7
HDFCBANK,2016-06-30,T2,2016-07-01,295.0,291.4,2016-07-05,stage,3,-1.22,False,ALL-ALIGN BULL,56.7
HDFCBANK,2016-07-11,T1,2016-07-12,302.48,310.58,2016-08-01,time,15,2.68,False,ALL-ALIGN BULL,62.7
HDFCBANK,2016-08-18,T1,2016-08-19,312.5,322.6,2016-09-09,time,15,3.23,False,ALL-ALIGN BULL,64.3
HDFCBANK,2016-08-30,T2,2016-08-31,317.25,326.73,2016-09-22,time,15,2.99,False,ALL-ALIGN BULL,63.3
HDFCBANK,2016-09-15,T2,2016-09-16,320.95,319.38,2016-09-29,stage,10,-0.49,False,ALL-ALIGN BULL,57.2
HDFCBANK,2016-10-03,T1,2016-10-04,322.15,322.39,2016-10-04,stage,1,0.07,False,EARLY-UP,53.1
HDFCBANK,2017-01-10,T1,2017-01-11,304.38,326.42,2017-02-01,time,15,7.24,False,ALL-ALIGN BULL,59.4
HDFCBANK,2017-07-03,T2,2017-07-04,415.06,433.77,2017-07-24,time,15,4.51,False,ALL-ALIGN BULL,55.6
HDFCBANK,2017-07-07,T2,2017-07-10,417.0,444.62,2017-07-28,time,15,6.62,False,ALL-ALIGN BULL,58.6
HDFCBANK,2017-08-14,T2,2017-08-16,440.59,439.98,2017-09-06,time,15,-0.14,False,ALL-ALIGN BULL,56.8
HDFCBANK,2017-08-23,T2,2017-08-24,443.73,439.98,2017-09-06,stage,9,-0.85,False,ALL-ALIGN BULL,58.4
HDFCBANK,2017-08-30,T2,2017-08-31,443.0,439.98,2017-09-06,stage,5,-0.68,False,ALL-ALIGN BULL,55.9
HDFCBANK,2017-09-07,T1,2017-09-08,443.35,446.91,2017-09-08,stage,1,0.8,False,EARLY-UP,54.4
HDFCBANK,2017-09-11,T1,2017-09-12,456.92,449.94,2017-09-25,stage,10,-1.53,False,ALL-ALIGN BULL,68.2
HDFCBANK,2017-10-24,T1,2017-10-25,465.0,448.77,2017-10-25,stage,1,-3.49,False,ALL-ALIGN BULL,63.6
HDFCBANK,2018-01-23,T1,2018-01-24,488.14,474.2,2018-02-06,stage,9,-2.86,False,ALL-ALIGN BULL,68.6
HDFCBANK,2018-07-16,T1,2018-07-17,540.81,530.41,2018-08-03,stage,14,-1.92,False,ALL-ALIGN BULL,66.6
HDFCBANK,2018-10-15,T1,2018-10-16,500.75,493.65,2018-10-17,stage,2,-1.42,False,EARLY-UP,51.8
HDFCBANK,2018-12-03,T1,2018-12-04,526.35,520.16,2018-12-24,time,15,-1.18,False,ALL-ALIGN BULL,69.7
HDFCBANK,2018-12-12,T2,2018-12-13,523.75,527.95,2019-01-03,time,15,0.8,False,ALL-ALIGN BULL,57.9
HDFCBANK,2018-12-26,T2,2018-12-27,533.25,527.12,2019-01-10,stage,11,-1.15,False,ALL-ALIGN BULL,58.0
HDFCBANK,2018-12-28,T2,2018-12-31,534.25,527.12,2019-01-10,stage,9,-1.33,False,ALL-ALIGN BULL,57.3
HDFCBANK,2019-03-19,T1,2019-03-20,567.25,564.38,2019-04-11,time,15,-0.51,False,TOP-WARNING,76.6
HDFCBANK,2019-04-12,T2,2019-04-15,567.5,572.72,2019-05-09,time,15,0.92,False,ALL-ALIGN BULL,55.0
HDFCBANK,2019-04-30,T2,2019-05-02,580.88,572.72,2019-05-09,stage,6,-1.4,False,ALL-ALIGN BULL,60.7
HDFCBANK,2019-08-27,T1,2019-08-28,562.5,561.88,2019-08-28,stage,1,-0.11,False,EARLY-UP,50.7
HDFCBANK,2019-09-26,T1,2019-09-27,624.12,619.65,2019-10-22,time,15,-0.72,False,ALL-ALIGN BULL,69.9
HDFCBANK,2019-10-09,T2,2019-10-10,610.9,615.17,2019-10-31,time,15,0.7,False,ALL-ALIGN BULL,59.5
HDFCBANK,2019-10-15,T2,2019-10-16,615.83,628.33,2019-11-06,time,15,2.03,False,ALL-ALIGN BULL,57.7
HDFCBANK,2019-11-29,T2,2019-12-02,636.97,625.83,2019-12-04,stage,3,-1.75,False,ALL-ALIGN BULL,57.7
HDFCBANK,2020-04-20,T1,2020-04-21,462.5,460.83,2020-04-21,stage,1,-0.36,False,EARLY-UP,50.6
HDFCBANK,2020-04-23,T1,2020-04-24,466.5,469.02,2020-04-24,stage,1,0.54,False,EARLY-UP,52.0
HDFCBANK,2020-10-09,T1,2020-10-12,615.78,584.62,2020-10-15,stop,4,-5.06,False,TOP-WARNING,77.9
HDFCBANK,2020-11-02,T2,2020-11-03,613.22,697.3,2020-11-23,time,15,13.71,False,ALL-ALIGN BULL,57.5
HDFCBANK,2020-12-04,T2,2020-12-07,687.5,706.42,2020-12-28,time,15,2.75,False,ALL-ALIGN BULL,56.0
HDFCBANK,2020-12-09,T2,2020-12-10,699.0,718.15,2020-12-31,time,15,2.74,False,ALL-ALIGN BULL,59.0
HDFCBANK,2020-12-15,T2,2020-12-16,702.0,708.0,2021-01-04,stage,13,0.85,False,ALL-ALIGN BULL,55.4
HDFCBANK,2020-12-28,T2,2020-12-29,710.53,708.0,2021-01-04,stage,5,-0.36,False,ALL-ALIGN BULL,56.7
HDFCBANK,2021-01-14,T1,2021-01-15,734.55,704.8,2021-01-27,stage,8,-4.05,False,ALL-ALIGN BULL,63.4
HDFCBANK,2021-01-25,T2,2021-01-27,734.0,704.8,2021-01-27,stage,1,-3.98,False,ALL-ALIGN BULL,55.3
HDFCBANK,2021-02-05,T1,2021-02-08,810.0,769.55,2021-02-19,stage,10,-4.99,False,ALL-ALIGN BULL,69.1
HDFCBANK,2021-08-30,T1,2021-08-31,781.75,775.97,2021-09-21,time,15,-0.74,False,ALL-ALIGN BULL,68.6
HDFCBANK,2021-09-16,T2,2021-09-17,784.5,785.0,2021-09-23,stage,5,0.06,False,ALL-ALIGN BULL,56.5
HDFCBANK,2021-09-24,T1,2021-09-27,807.85,792.88,2021-10-04,stage,6,-1.85,False,ALL-ALIGN BULL,62.9
HDFCBANK,2021-10-13,T1,2021-10-14,819.0,796.8,2021-10-28,stage,10,-2.71,False,ALL-ALIGN BULL,64.8
HDFCBANK,2022-01-03,T1,2022-01-04,760.0,764.28,2022-01-04,stage,1,0.56,False,ALL-ALIGN BULL,57.7
HDFCBANK,2022-01-05,T1,2022-01-06,771.5,764.62,2022-01-18,stage,9,-0.89,False,ALL-ALIGN BULL,66.2
HDFCBANK,2022-01-14,T2,2022-01-17,765.0,764.62,2022-01-18,stage,2,-0.05,False,ALL-ALIGN BULL,56.5
HDFCBANK,2022-08-05,T1,2022-08-08,714.0,719.7,2022-08-29,stage,14,0.8,False,EARLY-UP,62.0
HDFCBANK,2022-08-08,T2,2022-08-10,730.67,719.7,2022-08-29,stage,13,-1.5,False,ALL-ALIGN BULL,69.7
HDFCBANK,2022-08-30,T1,2022-09-01,732.38,759.17,2022-09-21,time,15,3.66,False,ALL-ALIGN BULL,60.1
HDFCBANK,2022-09-19,T2,2022-09-20,757.0,743.0,2022-09-22,stage,3,-1.85,False,ALL-ALIGN BULL,56.5
HDFCBANK,2022-11-16,T1,2022-11-17,809.05,805.22,2022-12-07,time,15,-0.47,False,TOP-WARNING,78.8
HDFCBANK,2022-12-26,T1,2022-12-27,816.5,815.55,2022-12-27,stage,1,-0.12,False,ALL-ALIGN BULL,55.9
HDFCBANK,2023-04-24,T1,2023-04-25,843.85,812.83,2023-05-05,stage,8,-3.68,False,ALL-ALIGN BULL,65.8
HDFCBANK,2023-05-04,T1,2023-05-05,819.5,812.83,2023-05-05,stage,1,-0.81,False,ALL-ALIGN BULL,71.2
HDFCBANK,2023-09-07,T1,2023-09-08,804.15,811.7,2023-09-08,stage,1,0.94,False,EARLY-UP,52.5
HDFCBANK,2023-09-15,T1,2023-09-18,826.88,814.53,2023-09-18,stage,1,-1.49,False,ALL-ALIGN BULL,66.8
HDFCBANK,2023-12-06,T1,2023-12-07,812.5,852.62,2023-12-28,time,15,4.94,False,TOP-WARNING,79.2
HDFCBANK,2024-01-15,T2,2024-01-16,836.5,768.75,2024-01-17,stage,2,-8.1,False,ALL-ALIGN BULL,56.5
HDFCBANK,2024-03-13,T1,2024-03-14,731.05,727.72,2024-03-14,stage,1,-0.46,False,EARLY-UP,54.3
HDFCBANK,2024-04-10,T1,2024-04-12,760.5,747.35,2024-04-15,stage,2,-1.73,False,EARLY-UP,67.5
HDFCBANK,2024-06-27,T1,2024-06-28,848.8,817.67,2024-07-08,stage,7,-3.67,False,ALL-ALIGN BULL,71.7
HDFCBANK,2024-09-19,T1,2024-09-20,858.25,841.0,2024-10-03,stage,9,-2.01,False,ALL-ALIGN BULL,71.1
HDFCBANK,2024-10-16,T1,2024-10-17,847.47,836.58,2024-10-17,stage,1,-1.29,False,EARLY-UP,53.9
HDFCBANK,2024-12-04,T1,2024-12-05,930.0,905.35,2024-12-18,stage,10,-2.65,False,ALL-ALIGN BULL,70.7
HDFCBANK,2025-01-30,T1,2025-01-31,843.62,839.0,2025-02-03,stage,3,-0.55,False,EARLY-UP,49.4
HDFCBANK,2025-02-06,T1,2025-02-07,875.0,853.4,2025-02-12,stage,4,-2.47,False,ALL-ALIGN BULL,60.1
HDFCBANK,2025-03-26,T1,2025-03-27,900.0,980.85,2025-04-22,time,15,8.98,False,ALL-ALIGN BULL,69.4
HDFCBANK,2025-04-02,T2,2025-04-03,890.55,960.1,2025-04-28,time,15,7.81,False,ALL-ALIGN BULL,59.7
HDFCBANK,2025-04-11,T2,2025-04-15,932.5,972.8,2025-05-07,time,15,4.32,False,ALL-ALIGN BULL,58.3
HDFCBANK,2025-05-12,T2,2025-05-13,975.0,961.75,2025-05-28,stage,12,-1.36,False,ALL-ALIGN BULL,63.1
HDFCBANK,2025-05-15,T2,2025-05-16,966.9,961.75,2025-05-28,stage,9,-0.53,False,ALL-ALIGN BULL,57.6
HDFCBANK,2025-05-21,T2,2025-05-22,957.6,961.75,2025-05-28,stage,5,0.43,False,ALL-ALIGN BULL,55.4
HDFCBANK,2025-05-23,T2,2025-05-26,967.5,961.75,2025-05-28,stage,3,-0.59,False,ALL-ALIGN BULL,56.4
HDFCBANK,2025-10-23,T1,2025-10-24,1011.0,987.3,2025-10-31,stage,6,-2.34,False,TOP-WARNING,73.2
HDFCBANK,2026-02-03,T1,2026-02-04,952.5,927.1,2026-02-11,stage,6,-2.67,False,EARLY-UP,51.8
HDFCBANK,2026-07-07,T1,2026-07-08,825.9,815.45,2026-07-15,stage,6,-1.27,False,EARLY-UP,70.5
HINDUNILVR,2014-03-31,T1,2014-04-01,605.0,596.45,2014-04-22,stage,13,-1.41,False,TOP-WARNING,76.1
HINDUNILVR,2014-05-15,T1,2014-05-16,599.85,555.8,2014-05-19,stage,2,-7.34,False,EARLY-UP,58.1
HINDUNILVR,2014-06-05,T1,2014-06-06,637.0,618.65,2014-06-26,time,15,-2.88,False,ALL-ALIGN BULL,70.7
HINDUNILVR,2014-06-25,T2,2014-06-26,627.0,622.95,2014-07-14,stage,13,-0.65,False,ALL-ALIGN BULL,58.0
HINDUNILVR,2014-07-01,T2,2014-07-02,633.8,622.95,2014-07-14,stage,9,-1.71,False,ALL-ALIGN BULL,58.9
HINDUNILVR,2014-07-28,T1,2014-07-30,689.9,711.85,2014-08-20,time,15,3.18,False,TOP-WARNING,76.9
HINDUNILVR,2014-09-22,T2,2014-09-23,741.0,736.15,2014-10-01,stage,7,-0.65,False,ALL-ALIGN BULL,56.8
HINDUNILVR,2014-10-16,T1,2014-10-17,732.0,726.3,2014-10-17,stage,1,-0.78,False,EARLY-UP,47.0
HINDUNILVR,2014-12-02,T1,2014-12-03,807.4,766.65,2014-12-16,stage,10,-5.05,False,ALL-ALIGN BULL,70.0
HINDUNILVR,2015-01-08,T1,2015-01-09,818.5,932.55,2015-01-30,time,15,13.93,False,ALL-ALIGN BULL,69.3
HINDUNILVR,2015-02-05,T2,2015-02-06,906.0,886.15,2015-02-23,stage,11,-2.19,False,ALL-ALIGN BULL,56.4
HINDUNILVR,2015-02-16,T2,2015-02-18,902.0,886.15,2015-02-23,stage,4,-1.76,False,ALL-ALIGN BULL,55.3
HINDUNILVR,2015-07-01,T1,2015-07-02,919.8,891.3,2015-07-21,stage,14,-3.1,False,ALL-ALIGN BULL,68.2
HINDUNILVR,2015-07-13,T2,2015-07-14,910.5,891.3,2015-07-21,stage,6,-2.11,False,ALL-ALIGN BULL,58.3
HINDUNILVR,2015-10-01,T1,2015-10-05,820.55,809.8,2015-10-05,stage,1,-1.31,False,EARLY-UP,49.5
HINDUNILVR,2015-10-06,T1,2015-10-07,818.0,818.0,2015-10-09,stage,3,0.0,False,EARLY-UP,55.0
HINDUNILVR,2016-11-30,T1,2016-12-01,844.0,831.45,2016-12-02,stage,2,-1.49,False,EARLY-UP,54.5
HINDUNILVR,2017-01-11,T1,2017-01-12,843.7,845.3,2017-02-02,time,15,0.19,False,EARLY-UP,60.5
HINDUNILVR,2017-01-25,T2,2017-01-27,869.0,846.1,2017-02-16,time,15,-2.64,False,ALL-ALIGN BULL,67.4
HINDUNILVR,2017-03-01,T2,2017-03-02,878.0,902.0,2017-03-23,time,15,2.73,False,ALL-ALIGN BULL,63.2
HINDUNILVR,2017-04-20,T2,2017-04-21,919.5,980.2,2017-05-12,time,15,6.6,False,ALL-ALIGN BULL,55.6
HINDUNILVR,2017-04-25,T2,2017-04-26,924.0,1009.4,2017-05-17,time,15,9.24,False,ALL-ALIGN BULL,59.2
HINDUNILVR,2017-07-03,T2,2017-07-04,1104.4,1159.35,2017-07-24,time,15,4.98,False,ALL-ALIGN BULL,57.9
HINDUNILVR,2017-07-05,T2,2017-07-06,1096.7,1164.55,2017-07-26,time,15,6.19,False,ALL-ALIGN BULL,56.8
HINDUNILVR,2017-07-07,T2,2017-07-10,1102.5,1153.85,2017-07-28,time,15,4.66,False,ALL-ALIGN BULL,56.8
HINDUNILVR,2017-08-16,T2,2017-08-17,1185.0,1208.75,2017-09-07,time,15,2.0,False,ALL-ALIGN BULL,61.4
HINDUNILVR,2017-08-28,T2,2017-08-29,1195.15,1280.05,2017-09-18,time,15,7.1,False,ALL-ALIGN BULL,59.9
HINDUNILVR,2017-12-21,T1,2017-12-22,1341.3,1374.0,2018-01-12,time,15,2.44,False,ALL-ALIGN BULL,66.9
HINDUNILVR,2018-01-19,T2,2018-01-22,1363.0,1325.35,2018-02-06,stage,11,-2.76,False,ALL-ALIGN BULL,55.4
HINDUNILVR,2018-01-23,T2,2018-01-24,1368.0,1325.35,2018-02-06,stage,9,-3.12,False,ALL-ALIGN BULL,57.0
HINDUNILVR,2018-02-15,T1,2018-02-16,1364.0,1335.9,2018-02-19,stage,2,-2.06,False,EARLY-UP,52.2
HINDUNILVR,2018-04-13,T1,2018-04-16,1408.9,1497.9,2018-05-07,time,15,6.32,False,TOP-WARNING,72.9
HINDUNILVR,2018-06-22,T2,2018-06-25,1616.0,1742.65,2018-07-13,time,15,7.84,False,ALL-ALIGN BULL,57.8
HINDUNILVR,2018-06-29,T2,2018-07-02,1640.9,1655.85,2018-07-20,time,15,0.91,False,ALL-ALIGN BULL,63.3
HINDUNILVR,2018-07-23,T1,2018-07-24,1700.0,1659.0,2018-07-27,stage,4,-2.41,False,ALL-ALIGN BULL,56.7
HINDUNILVR,2018-07-30,T1,2018-07-31,1690.0,1744.25,2018-08-14,stage,11,3.21,False,ALL-ALIGN BULL,55.7
HINDUNILVR,2018-11-28,T1,2018-11-29,1745.9,1844.8,2018-12-19,time,15,5.66,False,ALL-ALIGN BULL,63.4
HINDUNILVR,2019-02-01,T1,2019-02-04,1799.9,1804.8,2019-02-11,stage,6,0.27,False,ALL-ALIGN BULL,57.5
HINDUNILVR,2019-06-10,T1,2019-06-11,1855.1,1809.6,2019-06-18,stage,6,-2.45,False,ALL-ALIGN BULL,68.3
HINDUNILVR,2019-08-21,T1,2019-08-22,1850.45,1805.55,2019-09-13,time,15,-2.43,False,ALL-ALIGN BULL,67.1
HINDUNILVR,2019-09-20,T1,2019-09-23,1984.0,2064.4,2019-10-15,time,15,4.05,False,ALL-ALIGN BULL,71.6
HINDUNILVR,2019-10-09,T2,2019-10-10,1948.0,2175.35,2019-10-31,time,15,11.67,False,ALL-ALIGN BULL,55.6
HINDUNILVR,2019-11-27,T1,2019-11-28,2097.95,2087.15,2019-11-28,stage,1,-0.51,False,EARLY-UP,54.8
HINDUNILVR,2020-01-14,T1,2020-01-15,2011.15,2034.25,2020-01-31,stage,13,1.15,False,ALL-ALIGN BULL,60.9
HINDUNILVR,2020-02-03,T1,2020-02-04,2177.0,2233.6,2020-02-25,time,15,2.6,False,TOP-WARNING,75.0
HINDUNILVR,2020-03-05,T2,2020-03-06,2185.0,2155.0,2020-03-11,stage,3,-1.37,False,ALL-ALIGN BULL,56.4
HINDUNILVR,2020-04-07,T1,2020-04-08,2432.0,2231.75,2020-04-29,stage,14,-8.23,False,ALL-ALIGN BULL,63.2
HINDUNILVR,2020-04-22,T2,2020-04-23,2389.0,2231.75,2020-04-29,stage,5,-6.58,False,ALL-ALIGN BULL,56.6
HINDUNILVR,2020-07-15,T1,2020-07-16,2275.25,2209.3,2020-07-24,stage,7,-2.9,False,ALL-ALIGN BULL,66.5
HINDUNILVR,2020-12-11,T1,2020-12-14,2380.95,2426.5,2021-01-04,time,15,1.91,False,TOP-WARNING,78.0
HINDUNILVR,2021-01-14,T2,2021-01-15,2392.5,2332.6,2021-01-18,stage,2,-2.5,False,ALL-ALIGN BULL,56.8
HINDUNILVR,2021-08-24,T1,2021-08-25,2632.0,2775.45,2021-09-15,time,15,5.45,False,TOP-WARNING,80.8
HINDUNILVR,2021-10-04,T1,2021-10-05,2686.2,2640.05,2021-10-08,stage,4,-1.72,False,EARLY-UP,47.2
HINDUNILVR,2022-01-03,T1,2022-01-04,2368.95,2363.7,2022-01-14,stage,9,-0.22,False,EARLY-UP,56.6
HINDUNILVR,2022-04-04,T1,2022-04-05,2144.5,2132.25,2022-04-12,stage,6,-0.57,False,EARLY-UP,56.3
HINDUNILVR,2022-06-01,T1,2022-06-02,2295.0,2280.5,2022-06-06,stage,3,-0.63,False,EARLY-UP,56.6
HINDUNILVR,2022-07-11,T1,2022-07-12,2475.0,2593.0,2022-08-01,time,15,4.77,False,ALL-ALIGN BULL,69.3
HINDUNILVR,2022-12-08,T1,2022-12-09,2724.7,2666.2,2022-12-21,stage,9,-2.15,False,ALL-ALIGN BULL,65.9
HINDUNILVR,2023-04-06,T1,2023-04-10,2565.25,2532.15,2023-04-10,stage,1,-1.29,False,ALL-ALIGN BULL,58.9
HINDUNILVR,2023-06-05,T1,2023-06-06,2700.0,2643.45,2023-06-12,stage,5,-2.09,False,ALL-ALIGN BULL,65.4
HINDUNILVR,2023-10-04,T1,2023-10-05,2518.0,2519.55,2023-10-05,stage,1,0.06,False,EARLY-UP,51.2
HINDUNILVR,2023-12-04,T1,2023-12-05,2637.0,2563.25,2023-12-05,stop,1,-2.8,False,ALL-ALIGN BULL,70.9
